date,product with quantity,price
11-03-2015,Stayfree Dry Max Ultra Thin All Night (28 Pads),245.00
11-03-2015,Stayfree Secure Cottony Soft Wings (8 Pads),26.00
11-03-2015,Stayfree Secure Cottony Soft Wings Extra Large (7 Pads),36.00
11-03-2015,Stayfree Secure Cottony Soft Wings Regular (20 Pads),58.00
11-03-2015,Stayfree Secure Dry Extra Large With Wings (7 Pads),36.00
11-03-2015,Stayfree Secure Dry Regular With Wings (8 Pads),29.00
11-03-2015,Stayfree Secure Dry Ultra Dry (14 Pads),63.00
11-03-2015,Stayfree Secure Dry Ultra Dry (7 Pads),33.00
11-03-2015,Whisper Choice Regular (8 Pads),28.00
11-03-2015,Whisper Choice Ultra Wings (6 Pads),39.00
11-03-2015,Whisper Choice Wings (8 Pads),31.00
11-03-2015,Whisper Maxi Fit L Wings (8 Pads),75.00
11-03-2015,Whisper Maxi Fit Regular (15 Pads),132.00
11-03-2015,Whisper Maxi Fit Regular (8 Pads),73.00
11-03-2015,Whisper Maxi Nights XL Wings (7 Pads),83.00
11-03-2015,Whisper Ultra Clean L Wings (15 Pads),137.00
11-03-2015,Whisper Ultra Clean L Wings (8 Pads),78.00
11-03-2015,Whisper Ultra Clean L Wings (8 Pads) + Ultra Nights XL Wings (7 Pads),151.00
11-03-2015,Whisper Ultra Clean Lock Fluid L Wings (15 Pads),140.00
11-03-2015,Whisper Ultra Clean Lock Fluid XL Wings (7 Pads),78.00
11-03-2015,Whisper Ultra Clean Regular Wings (8 Pads),63.00
11-03-2015,Whisper Ultra Clean Wings (15 Pads),125.00
11-03-2015,Whisper Ultra Clean XL Wings (15 Pads),156.00
11-03-2015,Whisper Ultra Clean XL Wings (30 Pads),294.00
11-03-2015,Whisper Ultra Clean XL Wings (7 Pads),76.00
11-03-2015,Whisper Ultra Nights XL Wings (15 Pads) ,166.00
11-03-2015,Whisper Ultra Nights XL Wings (7 Pads) ,83.00
11-03-2015,Whisper Ultra Soft L Wings (15 Pads),132.00
11-03-2015,Whisper Ultra Soft L Wings (8 Pads),73.00
11-03-2015,Whisper Ultra Soft XL Wings (7 Pads),78.00
11-03-2015,Biotique Bio Kaajal (3g),95.00
11-03-2015,Kiwi Express Shine Neutral (7ml),49.00
11-03-2015,Kiwi Instant Polish Black (40ml),44.00
11-03-2015,Kiwi Instant Shoe Polish Black (75ml),63.00
11-03-2015,Kiwi Instant Shoe Polish Neutral (75ml),58.00
11-03-2015,Kiwi Shoe Polish Black (15g),23.00
11-03-2015,Kiwi Express Shine Black (7ml),59.00
11-03-2015,Kiwi Instant Shoe Polish Brown (40ml),35.00
11-03-2015,Kiwi Instant Shoe Polish Brown (75ml),54.00
11-03-2015,Kiwi Shoe Polish Black (40g),38.00
11-03-2015,Kiwi Shoe Shine Brush,48.00
11-03-2015,Kiwi Shoe Shine Brush 2 in 1 ,64.00
11-03-2015,7o Clock Streling Razor (1 Piece),75.00
11-03-2015,7o Clock Super Platinum Razor with 5 Blades,55.00
11-03-2015,7o Clock Permasharp Stainless Razor with 2 Blades,34.00
11-03-2015,7o Clock PII Razor with 1 Cartridge ,83.00
11-03-2015,7o Clock P II Cartridge (5 Pieces),132.00
11-03-2015,7o Clock Ready II Razor (1 Piece),15.00
